"country","host_name","network_zone_type","ip_address","data_centre_location","it_service","it_service_owner","rhel_version","network_environment","running_cost_in_usd","infrastructure_component","operational_status"
"US","host7028","WAN","201.99.54.126","New York DC","Database","Adele","RHEL 8","UAT",1025,"Hazelcast","active"
"UK","host7067","LAN","206.54.197.86","London DC","Database","Amy Winehouse","RHEL 9","UAT",942,"rProxy","active"
"US","host3399","DMZ","216.30.149.80","New York DC","File Storage","David Bowie","RHEL 9","Prod",891,"Hazelcast","active"
"US","host7340","LAN","197.229.64.208","New York DC","File Storage","Adele","RHEL 7","Test",1906,"Mule GW","decommissioning"
"PL","host8328","LAN","216.250.194.166","Warsaw DC","Email","John Lennon","RHEL 7","Prod",760,"Mule GW","decommissioning"
"US","host5718","LAN","197.248.89.115","New York DC","Web Hosting","David Bowie","RHEL 8","Prod",1150,"Hazelcast","active"
"US","host3008","LAN","197.107.213.136","New York DC","Web Hosting","John Lennon","RHEL 9","Dev",820,"rProxy","active"
"US","host4165","LAN","208.79.106.231","New York DC","File Storage","Amy Winehouse","RHEL 8","Test",1047,"rProxy","planned"
"UK","host9647","LAN","193.18.98.167","London DC","Database","Amy Winehouse","RHEL 8","Prod",854,"Hazelcast","planned"
"UK","host7661","DMZ","212.92.61.64","London DC","Database","Amy Winehouse","RHEL 9","Dev",675,"rProxy","active"
"US","host1967","LAN","193.171.252.107","New York DC","File Storage","Elton John","RHEL 8","Prod",1453,"Hazelcast","active"
"CN","host6578","LAN","207.4.17.4","Beijing DC","Email","David Bowie","RHEL 8","Test",768,"rProxy","active"
"UK","host7936","LAN","198.239.190.177","London DC","Web Hosting","Adele","RHEL 9","Prod",775,"Mule PCE","active"
"UK","host3788","WAN","204.175.58.31","London DC","Database","John Lennon","RHEL 9","Dev",995,"rProxy","planned"
"UK","host8397","WAN","213.114.248.207","London DC","Web Hosting","Adele","RHEL 8","Dev",1096,"Mule GW","active"
"CN","host8177","LAN","201.143.37.61","Beijing DC","Email","Amy Winehouse","RHEL 9","Prod",533,"Hazelcast","active"
"PL","host7465","WAN","209.254.188.178","Warsaw DC","Database","Amy Winehouse","RHEL 9","Prod",395,"rProxy","active"
"UK","host7300","LAN","206.64.72.125","London DC","Email","David Bowie","RHEL 8","Dev",811,"Hazelcast","active"
"UK","host2598","LAN","216.81.61.62","London DC","Email","David Bowie","RHEL 8","Test",1248,"rProxy","active"
"US","host7399","DMZ","207.44.105.96","New York DC","Database","David Bowie","RHEL 9","Prod",1056,"rProxy","planned"
"UK","host8799","LAN","206.212.6.95","London DC","Database","David Bowie","RHEL 8","Dev",1222,"rProxy","decommissioning"
"PL","host6823","LAN","195.31.179.221","Warsaw DC","Email","David Bowie","RHEL 8","Dev",369,"Mule PCE","active"
"PL","host7032","DMZ","207.133.75.50","Warsaw DC","Monitoring","Elton John","RHEL 7","Prod",731,"Hazelcast","decommissioning"
"US","host9896","LAN","197.59.203.209","New York DC","Database","David Bowie","RHEL 8","Dev",1073,"Mule PCE","planned"
"UK","host4514","WAN","203.36.102.178","London DC","Monitoring","Adele","RHEL 9","Test",690,"Mule GW","active"
"US","host5674","LAN","193.45.113.165","New York DC","Database","Adele","RHEL 8","Prod",1225,"rProxy","active"
"UK","host2856","WAN","211.26.80.2","London DC","File Storage","Adele","RHEL 7","Dev",1582,"rProxy","decommissioning"
"US","host4196","WAN","211.163.171.168","New York DC","Database","Amy Winehouse","RHEL 7","Prod",1703,"Mule PCE","decommissioning"
"UK","host9805","DMZ","221.249.2.214","London DC","Web Hosting","Adele","RHEL 9","Dev",801,"rProxy","planned"
"US","host8639","LAN","213.184.233.119","New York DC","Monitoring","Adele","RHEL 9","Prod",1050,"Kong GW","planned"
"US","host1745","LAN","199.235.173.48","New York DC","Database","David Bowie","RHEL 9","Test",1190,"Hazelcast","planned"
"US","host6591","LAN","205.167.219.54","New York DC","Email","Adele","RHEL 9","Prod",903,"Mule PCE","active"
"CN","host3679","WAN","197.106.47.55","Beijing DC","Database","Adele","RHEL 8","Prod",625,"Kong GW","active"
"UK","host9967","DMZ","199.137.213.188","London DC","Email","David Bowie","RHEL 7","Dev",1242,"Kong GW","active"
"US","host5545","LAN","197.178.44.105","New York DC","Email","David Bowie","RHEL 9","Test",833,"rProxy","active"
"US","host8242","LAN","221.229.132.109","New York DC","Monitoring","Elton John","RHEL 8","Prod",1305,"Mule GW","active"
"US","host9783","WAN","197.74.44.132","New York DC","Database","John Lennon","RHEL 8","Dev",1060,"Mule PCE","active"
"US","host2441","WAN","204.244.133.52","New York DC","Web Hosting","David Bowie","RHEL 8","Test",1016,"Kong GW","active"
"US","host5636","DMZ","212.36.236.168","New York DC","Database","Amy Winehouse","RHEL 8","Test",1125,"rProxy","active"
"US","host7853","WAN","194.162.159.70","New York DC","Email","David Bowie","RHEL 8","Prod",1034,"Kong GW","decommissioning"
"US","host8537","LAN","194.24.111.135","New York DC","Email","Adele","RHEL 8","Dev",1309,"Kong GW","planned"
"US","host4160","LAN","215.167.145.90","New York DC","Database","Adele","RHEL 9","UAT",1018,"Mule GW","planned"
"US","host7398","LAN","203.145.148.96","New York DC","Database","David Bowie","RHEL 7","Dev",1870,"Mule GW","decommissioning"
"PL","host2547","LAN","214.63.142.26","Warsaw DC","Web Hosting","Adele","RHEL 8","Test",537,"Kong GW","active"
"PL","host4202","LAN","218.0.169.172","Warsaw DC","Web Hosting","Adele","RHEL 8","Dev",418,"Mule GW","planned"
"UK","host7404","LAN","221.19.31.214","London DC","Web Hosting","Amy Winehouse","RHEL 8","Test",1154,"rProxy","active"
"US","host8135","LAN","219.207.71.67","New York DC","Email","David Bowie","RHEL 8","Dev",1338,"Kong GW","active"
"US","host9558","LAN","215.90.74.222","New York DC","Web Hosting","Adele","RHEL 9","Dev",1065,"Hazelcast","active"
"UK","host9188","WAN","218.169.191.225","London DC","Email","Elton John","RHEL 8","Dev",1393,"Kong GW","decommissioning"
"US","host5014","LAN","208.234.200.91","New York DC","Email","Amy Winehouse","RHEL 8","Prod",1254,"MongoDB","active"
"US","host4421","LAN","208.58.202.32","New York DC","Web Hosting","Adele","RHEL 8","Prod",1229,"Kong GW","planned"
"UK","host7584","LAN","220.135.97.133","London DC","Web Hosting","Adele","RHEL 8","Dev",905,"Mule GW","planned"
"US","host9728","WAN","195.199.8.49","New York DC","Email","David Bowie","RHEL 8","Prod",1232,"rProxy","active"
"US","host6267","DMZ","207.152.117.179","New York DC","Database","John Lennon","RHEL 9","Prod",964,"Mule GW","active"
"UK","host1259","LAN","214.22.121.216","London DC","File Storage","Adele","RHEL 8","Prod",1380,"rProxy","planned"
"US","host3950","LAN","196.245.174.45","New York DC","Monitoring","David Bowie","RHEL 9","Prod",1055,"Kong GW","active"
"UK","host1445","LAN","204.111.39.5","London DC","Monitoring","Adele","RHEL 8","Test",876,"Hazelcast","planned"
"US","host2491","LAN","210.81.20.17","New York DC","Web Hosting","David Bowie","RHEL 8","Test",1249,"MongoDB","active"
"PL","host2948","LAN","215.12.194.151","Warsaw DC","Database","David Bowie","RHEL 7","Dev",541,"Hazelcast","planned"
"PL","host1679","WAN","207.97.45.38","Warsaw DC","Database","Adele","RHEL 8","Dev",313,"Hazelcast","planned"
"UK","host9961","LAN","196.202.108.223","London DC","Web Hosting","Elton John","RHEL 8","Prod",1277,"Hazelcast","active"
"PL","host5202","WAN","222.236.230.46","Warsaw DC","Email","Adele","RHEL 8","Prod",500,"Mule GW","active"
"UK","host6852","DMZ","204.104.117.224","London DC","Web Hosting","Adele","RHEL 8","Test",1146,"Mule PCE","active"
"UK","host6417","LAN","210.56.32.90","London DC","Database","Adele","RHEL 8","Prod",1045,"rProxy","active"
"US","host2925","LAN","206.197.61.15","New York DC","Web Hosting","Adele","RHEL 8","Prod",1255,"Hazelcast","planned"
"UK","host3413","LAN","213.41.209.46","London DC","Email","Amy Winehouse","RHEL 8","Dev",944,"Mule PCE","planned"
"US","host2384","LAN","212.103.224.19","New York DC","Email","Adele","RHEL 9","Dev",907,"Mule GW","active"
"US","host7997","LAN","211.192.152.27","New York DC","Email","Amy Winehouse","RHEL 9","Prod",1128,"Hazelcast","planned"
"UK","host2314","LAN","211.172.107.157","London DC","File Storage","Adele","RHEL 9","Dev",992,"Hazelcast","planned"
"UK","host9264","LAN","214.242.103.115","London DC","Web Hosting","David Bowie","RHEL 9","Dev",612,"rProxy","active"
"US","host7903","LAN","217.94.243.216","New York DC","Database","Adele","RHEL 8","Dev",1406,"Hazelcast","active"
"US","host5864","WAN","209.90.172.127","New York DC","Email","Amy Winehouse","RHEL 8","Prod",1174,"Hazelcast","decommissioning"
"US","host4502","LAN","210.46.191.135","New York DC","Monitoring","David Bowie","RHEL 9","Prod",1161,"rProxy","active"
"US","host4818","LAN","207.113.228.47","New York DC","Email","Adele","RHEL 8","Prod",1018,"Kong GW","active"
"UK","host7401","DMZ","221.133.49.75","London DC","Monitoring","Adele","RHEL 9","Dev",867,"Hazelcast","active"
"PL","host5132","DMZ","206.129.18.15","Warsaw DC","File Storage","Adele","RHEL 8","Prod",317,"rProxy","decommissioning"
"HK","host5025","DMZ","208.222.75.223","Hong Kong DC","File Storage","Adele","RHEL 9","Prod",575,"rProxy","planned"
"US","host5000","LAN","210.254.175.170","New York DC","Database","David Bowie","RHEL 9","Prod",924,"rProxy","active"
"HK","host8628","DMZ","205.162.180.237","Hong Kong DC","Monitoring","Adele","RHEL 8","UAT",564,"Mule GW","active"
"US","host6759","LAN","196.223.166.245","New York DC","Database","John Lennon","RHEL 8","Prod",1370,"Hazelcast","active"
"US","host7577","WAN","221.51.81.123","New York DC","Email","Adele","RHEL 7","Test",1721,"Kong GW","decommissioning"
"UK","host9341","LAN","207.211.236.79","London DC","Web Hosting","Adele","RHEL 9","Prod",992,"Kong GW","active"
"HK","host5566","LAN","197.30.48.78","Hong Kong DC","Monitoring","Amy Winehouse","RHEL 9","Prod",531,"rProxy","active"
"UK","host1448","WAN","217.96.160.220","London DC","File Storage","Amy Winehouse","RHEL 8","Dev",952,"Mule GW","decommissioning"
"CN","host4203","LAN","215.132.29.246","Beijing DC","File Storage","Adele","RHEL 8","Dev",599,"rProxy","active"
"CN","host6053","LAN","221.8.184.192","Beijing DC","Email","Elton John","RHEL 8","Dev",402,"Mule GW","active"
"UK","host5888","LAN","216.62.162.233","London DC","File Storage","Amy Winehouse","RHEL 8","Prod",895,"Hazelcast","active"
"US","host4845","LAN","203.148.133.173","New York DC","Monitoring","Adele","RHEL 8","Dev",1191,"Kong GW","active"
"UK","host5284","LAN","203.89.198.216","London DC","Email","David Bowie","RHEL 9","Test",651,"Kong GW","active"
"US","host1692","WAN","194.93.48.208","New York DC","Email","Amy Winehouse","RHEL 9","Prod",1081,"Hazelcast","planned"
"UK","host2753","DMZ","211.98.200.41","London DC","File Storage","Adele","RHEL 8","Prod",816,"Hazelcast","active"
"PL","host9538","LAN","204.208.171.245","Warsaw DC","Database","Elton John","RHEL 9","Test",311,"Mule PCE","active"
"PL","host7933","LAN","199.236.135.48","Warsaw DC","Database","Elton John","RHEL 9","Dev",351,"Hazelcast","active"
"US","host7601","LAN","213.226.13.25","New York DC","Email","Amy Winehouse","RHEL 9","Test",1132,"Mule GW","planned"
"US","host6854","LAN","194.3.67.71","New York DC","Database","Amy Winehouse","RHEL 7","Prod",1901,"rProxy","decommissioning"
"UK","host6990","LAN","214.106.116.83","London DC","Email","Adele","RHEL 9","Dev",860,"Hazelcast","planned"
"US","host2563","LAN","213.43.18.194","New York DC","Web Hosting","David Bowie","RHEL 8","Prod",1219,"Kong GW","active"
"UK","host4619","WAN","203.238.31.99","London DC","Web Hosting","Adele","RHEL 7","Prod",1206,"rProxy","decommissioning"
"US","host8180","WAN","219.232.216.148","New York DC","Monitoring","John Lennon","RHEL 8","Prod",1028,"rProxy","active"
"HK","host9466","LAN","203.242.78.89","Hong Kong DC","Email","John Lennon","RHEL 8","Test",590,"Hazelcast","active"
"PL","host1964","LAN","220.46.135.223","Warsaw DC","Monitoring","John Lennon","RHEL 8","Dev",514,"rProxy","active"
"PL","host4578","WAN","199.22.29.253","Warsaw DC","Email","Elton John","RHEL 8","Test",322,"rProxy","planned"
"UK","host7136","LAN","214.134.231.163","London DC","Email","Adele","RHEL 8","Prod",1147,"Mule PCE","active"
"UK","host7519","LAN","218.40.195.208","London DC","Email","David Bowie","RHEL 9","Test",801,"rProxy","planned"
"US","host1313","WAN","202.79.10.93","New York DC","Database","Adele","RHEL 9","Prod",1022,"Mule PCE","planned"
"US","host1344","LAN","216.11.32.121","New York DC","Database","Elton John","RHEL 8","Prod",1310,"Hazelcast","active"
"US","host1353","LAN","223.142.60.191","New York DC","Web Hosting","Elton John","RHEL 8","UAT",1353,"Kong GW","active"
"UK","host5533","WAN","212.92.17.213","London DC","File Storage","Amy Winehouse","RHEL 9","Dev",615,"rProxy","active"
"HK","host8193","WAN","219.249.175.79","Hong Kong DC","Web Hosting","David Bowie","RHEL 8","Prod",864,"Mule GW","active"
"PL","host3637","LAN","206.208.0.232","Warsaw DC","File Storage","David Bowie","RHEL 8","Prod",352,"Mule PCE","active"
"US","host7755","LAN","199.117.110.41","New York DC","Database","Elton John","RHEL 7","Dev",1830,"Hazelcast","planned"
"PL","host5957","WAN","223.165.135.217","Warsaw DC","Email","Adele","RHEL 9","Test",390,"Mule PCE","planned"
"UK","host5408","LAN","205.114.203.146","London DC","Email","Adele","RHEL 8","Prod",1127,"Hazelcast","active"
"UK","host5276","WAN","218.91.27.205","London DC","Web Hosting","Amy Winehouse","RHEL 8","Prod",1264,"Hazelcast","planned"
"CN","host1989","WAN","222.160.92.215","Beijing DC","Web Hosting","David Bowie","RHEL 8","Dev",837,"Hazelcast","active"
"US","host6939","LAN","196.154.3.175","New York DC","Web Hosting","Amy Winehouse","RHEL 9","Dev",964,"rProxy","active"
"UK","host8985","LAN","222.139.140.39","London DC","Database","Adele","RHEL 9","Test",929,"Hazelcast","active"
"UK","host6779","WAN","207.64.216.180","London DC","Email","Adele","RHEL 8","Dev",907,"rProxy","active"
"UK","host4146","LAN","218.60.17.190","London DC","Database","Amy Winehouse","RHEL 8","Prod",1041,"Mule GW","active"
"US","host9714","LAN","206.82.30.164","New York DC","Database","David Bowie","RHEL 8","Prod",1477,"Kong GW","active"
"US","host2765","LAN","202.72.249.65","New York DC","Web Hosting","Amy Winehouse","RHEL 9","Prod",820,"rProxy","active"
"US","host3113","WAN","215.120.243.195","New York DC","Monitoring","Adele","RHEL 7","Test",1551,"Kong GW","active"
"UK","host9833","LAN","194.178.9.49","London DC","Monitoring","Amy Winehouse","RHEL 9","Prod",761,"Hazelcast","planned"
"US","host8574","LAN","206.94.82.113","New York DC","File Storage","John Lennon","RHEL 8","Prod",1300,"Hazelcast","active"
"PL","host2711","LAN","215.182.232.208","Warsaw DC","Email","Adele","RHEL 8","Prod",599,"Mule GW","active"
"CN","host7547","DMZ","215.178.221.62","Beijing DC","Email","Amy Winehouse","RHEL 9","Prod",783,"rProxy","planned"
"UK","host2087","LAN","206.91.127.58","London DC","Database","Adele","RHEL 8","Dev",1378,"Hazelcast","active"
"UK","host5778","LAN","200.215.255.77","London DC","Database","John Lennon","RHEL 7","Dev",1671,"Mule GW","decommissioning"
"UK","host4064","LAN","196.213.50.194","London DC","Web Hosting","Amy Winehouse","RHEL 8","Test",1379,"Mule GW","decommissioning"
"CN","host8559","WAN","199.181.113.163","Beijing DC","Database","Adele","RHEL 8","Dev",412,"Hazelcast","planned"
"US","host9493","LAN","196.9.26.208","New York DC","Database","David Bowie","RHEL 8","Prod",1167,"Hazelcast","active"
"US","host5373","WAN","192.172.9.182","New York DC","Web Hosting","Amy Winehouse","RHEL 8","Prod",1105,"Mule GW","active"
"UK","host7590","WAN","195.119.166.55","London DC","Database","Amy Winehouse","RHEL 9","Prod",926,"Hazelcast","planned"
"US","host4301","WAN","213.11.225.157","New York DC","Database","David Bowie","RHEL 8","Prod",1198,"Hazelcast","active"
"PL","host8899","LAN","216.46.225.42","Warsaw DC","File Storage","John Lennon","RHEL 8","Prod",541,"Hazelcast","active"
"PL","host6862","LAN","199.69.43.99","Warsaw DC","Email","John Lennon","RHEL 8","Dev",300,"Hazelcast","active"
"UK","host2298","LAN","205.139.103.9","London DC","Database","John Lennon","RHEL 8","Prod",1375,"rProxy","active"
"US","host2913","WAN","196.115.201.59","New York DC","Database","David Bowie","RHEL 9","Test",1057,"Kong GW","active"
"HK","host3562","LAN","219.167.52.227","Hong Kong DC","Web Hosting","Amy Winehouse","RHEL 8","Dev",880,"Mule PCE","active"
"CN","host6541","LAN","194.158.93.249","Beijing DC","Web Hosting","Elton John","RHEL 8","Prod",753,"Hazelcast","active"
"PL","host8352","LAN","194.201.68.239","Warsaw DC","Database","Adele","RHEL 8","Test",514,"Mule GW","planned"
"US","host8510","LAN","208.33.120.60","New York DC","File Storage","David Bowie","RHEL 8","Dev",1151,"Kong GW","active"
"US","host3290","LAN","208.92.255.129","New York DC","Email","David Bowie","RHEL 9","Dev",1021,"Mule PCE","active"
"US","host5219","WAN","220.195.159.174","New York DC","Web Hosting","Adele","RHEL 8","Prod",1066,"Mule PCE","active"
"US","host4385","LAN","201.148.140.12","New York DC","File Storage","John Lennon","RHEL 8","Prod",1218,"Hazelcast","active"
"UK","host2193","LAN","194.92.137.202","London DC","Email","David Bowie","RHEL 9","Prod",668,"Mule GW","active"
"UK","host9012","LAN","202.69.54.202","London DC","Monitoring","Amy Winehouse","RHEL 8","Dev",1319,"MongoDB","planned"
"US","host9243","DMZ","221.134.85.15","New York DC","Email","Adele","RHEL 7","Dev",1571,"Mule GW","decommissioning"
"UK","host6026","DMZ","206.250.41.73","London DC","Email","Amy Winehouse","RHEL 9","UAT",631,"Kong GW","active"
"UK","host8471","DMZ","197.17.35.165","London DC","Email","John Lennon","RHEL 8","Test",1299,"Mule PCE","active"
"US","host9582","LAN","217.121.189.23","New York DC","Email","Adele","RHEL 7","Prod",1576,"Hazelcast","decommissioning"
"US","host5242","LAN","197.238.17.118","New York DC","Email","Adele","RHEL 8","Prod",1292,"Hazelcast","planned"
"US","host8364","LAN","217.6.3.240","New York DC","Database","David Bowie","RHEL 7","Dev",1560,"Hazelcast","planned"
"US","host4503","WAN","202.3.140.228","New York DC","Web Hosting","Elton John","RHEL 9","Prod",1101,"Mule PCE","planned"
"UK","host5209","LAN","223.133.181.29","London DC","Database","David Bowie","RHEL 8","Prod",1074,"rProxy","active"
"US","host9097","WAN","202.96.133.39","New York DC","Email","Amy Winehouse","RHEL 7","Prod",1712,"Kong GW","planned"
"US","host9375","LAN","210.253.214.42","New York DC","File Storage","Amy Winehouse","RHEL 9","Dev",1008,"MongoDB","active"
"US","host9425","LAN","212.134.43.81","New York DC","Web Hosting","Adele","RHEL 8","Dev",1416,"rProxy","planned"
"US","host5684","WAN","211.160.6.120","New York DC","File Storage","Amy Winehouse","RHEL 9","Test",841,"Kong GW","planned"
"US","host9074","LAN","203.122.99.38","New York DC","Email","Elton John","RHEL 7","Prod",1603,"Mule GW","active"
"PL","host4147","LAN","223.184.126.89","Warsaw DC","Web Hosting","Elton John","RHEL 8","Dev",339,"Mule PCE","active"
"PL","host4406","LAN","212.131.133.178","Warsaw DC","Web Hosting","David Bowie","RHEL 8","Prod",544,"Mule PCE","active"
"US","host5882","LAN","215.99.105.91","New York DC","Web Hosting","David Bowie","RHEL 8","Prod",1436,"Kong GW","active"
"US","host9516","DMZ","194.170.180.2","New York DC","File Storage","Adele","RHEL 8","Prod",1434,"Mule PCE","active"
"US","host6377","LAN","222.52.5.1","New York DC","Database","David Bowie","RHEL 7","Prod",1649,"Hazelcast","active"
"PL","host6768","DMZ","194.37.84.215","Warsaw DC","Database","David Bowie","RHEL 8","Prod",573,"rProxy","active"
"HK","host6911","WAN","209.36.223.171","Hong Kong DC","Web Hosting","Amy Winehouse","RHEL 8","Dev",917,"rProxy","active"
"US","host1922","WAN","199.122.109.97","New York DC","Web Hosting","Adele","RHEL 9","UAT",982,"Hazelcast","planned"
"US","host5205","LAN","196.132.122.151","New York DC","File Storage","Adele","RHEL 9","Prod",890,"Mule GW","active"
"PL","host3901","LAN","220.204.87.161","Warsaw DC","Web Hosting","David Bowie","RHEL 8","Test",471,"rProxy","active"
"US","host2657","LAN","213.73.225.18","New York DC","File Storage","Elton John","RHEL 7","Prod",1725,"Kong GW","active"
"US","host3837","WAN","220.229.16.82","New York DC","Email","Adele","RHEL 8","Prod",1177,"rProxy","active"
"US","host7408","WAN","195.106.29.37","New York DC","Database","Adele","RHEL 8","Prod",1073,"Kong GW","active"
"UK","host3859","DMZ","223.14.49.142","London DC","Database","David Bowie","RHEL 7","Dev",1279,"Hazelcast","decommissioning"
"UK","host5607","WAN","192.98.126.246","London DC","File Storage","Adele","RHEL 8","Dev",1054,"rProxy","active"
"PL","host5516","WAN","199.108.73.39","Warsaw DC","Email","Adele","RHEL 8","Dev",432,"Hazelcast","active"
"US","host8004","LAN","208.71.137.211","New York DC","Web Hosting","Adele","RHEL 7","Prod",1533,"Mule GW","decommissioning"
"US","host6068","LAN","203.158.204.5","New York DC","File Storage","Amy Winehouse","RHEL 8","Prod",1099,"rProxy","active"
"UK","host6305","LAN","203.64.131.165","London DC","Web Hosting","Adele","RHEL 8","Dev",852,"rProxy","active"
"UK","host7803","WAN","215.84.185.215","London DC","Web Hosting","Adele","RHEL 7","Prod",1406,"Kong GW","decommissioning"
"US","host7294","LAN","194.140.157.233","New York DC","Web Hosting","Adele","RHEL 7","Dev",1924,"Mule PCE","decommissioning"
"UK","host6371","LAN","220.53.158.138","London DC","File Storage","Adele","RHEL 8","Prod",1289,"Mule PCE","planned"
"UK","host3042","LAN","201.64.129.232","London DC","Database","Amy Winehouse","RHEL 9","Dev",813,"Hazelcast","planned"
"US","host4288","LAN","221.112.153.123","New York DC","Monitoring","David Bowie","RHEL 7","Prod",1996,"MongoDB","active"
"UK","host8882","WAN","206.75.161.59","London DC","Email","Adele","RHEL 8","Prod",950,"Hazelcast","active"
"UK","host5198","LAN","215.249.17.199","London DC","Database","Amy Winehouse","RHEL 7","Prod",1638,"Mule PCE","decommissioning"
"US","host8173","WAN","221.191.128.46","New York DC","Web Hosting","Amy Winehouse","RHEL 7","UAT",1919,"Hazelcast","decommissioning"
"US","host2915","LAN","197.77.147.180","New York DC","Database","John Lennon","RHEL 9","Test",1148,"rProxy","planned"
"US","host1426","DMZ","204.253.40.80","New York DC","Email","Amy Winehouse","RHEL 9","Dev",887,"Kong GW","active"
"HK","host9302","DMZ","192.133.116.88","Hong Kong DC","Database","Amy Winehouse","RHEL 8","Dev",630,"rProxy","decommissioning"
"US","host7118","DMZ","194.251.101.247","New York DC","Email","Elton John","RHEL 8","Prod",1101,"Mule PCE","planned"
"PL","host1288","WAN","192.90.100.175","Warsaw DC","Web Hosting","Elton John","RHEL 8","Test",430,"Hazelcast","active"
"US","host4972","WAN","197.1.56.10","New York DC","File Storage","Amy Winehouse","RHEL 9","Prod",804,"Hazelcast","planned"
"UK","host6309","WAN","203.226.180.211","London DC","Email","Adele","RHEL 7","Prod",1297,"Mule GW","decommissioning"
"PL","host9336","LAN","212.169.102.177","Warsaw DC","Email","Adele","RHEL 9","Prod",337,"Mule GW","active"
"US","host3776","LAN","194.108.0.222","New York DC","Database","John Lennon","RHEL 7","Dev",1543,"rProxy","decommissioning"
"UK","host3624","LAN","205.138.82.82","London DC","Database","John Lennon","RHEL 8","Dev",1143,"rProxy","active"
"UK","host7782","DMZ","200.112.147.251","London DC","Database","Adele","RHEL 9","Dev",994,"Hazelcast","planned"
"US","host6489","LAN","223.184.229.174","New York DC","Web Hosting","David Bowie","RHEL 8","Dev",1497,"Hazelcast","planned"
"US","host6868","DMZ","213.84.163.241","New York DC","Database","David Bowie","RHEL 8","Prod",1269,"rProxy","active"
"US","host6875","LAN","193.222.160.61","New York DC","Database","Adele","RHEL 8","Prod",1426,"Mule PCE","active"
"UK","host9094","DMZ","204.240.59.92","London DC","Database","Amy Winehouse","RHEL 9","Prod",747,"Mule GW","planned"
"US","host7738","LAN","208.55.46.170","New York DC","File Storage","Adele","RHEL 8","Prod",1103,"Kong GW","active"
"UK","host3415","DMZ","199.89.170.230","London DC","Database","David Bowie","RHEL 8","Prod",1304,"Mule GW","planned"
"CN","host6628","LAN","213.164.132.173","Beijing DC","Email","Elton John","RHEL 9","Test",614,"rProxy","planned"
"UK","host2589","LAN","196.11.72.244","London DC","Database","David Bowie","RHEL 8","Prod",1241,"rProxy","active"
"UK","host7254","LAN","215.227.1.32","London DC","Monitoring","David Bowie","RHEL 9","Prod",787,"Mule PCE","planned"
"CN","host8911","LAN","193.97.53.168","Beijing DC","Database","John Lennon","RHEL 8","Dev",888,"rProxy","planned"
"US","host4614","DMZ","206.240.208.174","New York DC","Web Hosting","John Lennon","RHEL 8","Dev",1245,"Hazelcast","planned"
"US","host2766","WAN","193.37.180.190","New York DC","Email","Amy Winehouse","RHEL 9","Dev",888,"Hazelcast","active"
"UK","host1422","LAN","220.149.9.211","London DC","Email","Adele","RHEL 8","Prod",908,"rProxy","active"
"US","host7311","DMZ","193.89.196.63","New York DC","Email","John Lennon","RHEL 7","Prod",1599,"rProxy","active"
"US","host9638","LAN","218.15.80.24","New York DC","Monitoring","Adele","RHEL 8","Dev",1475,"Hazelcast","planned"
"US","host5559","DMZ","209.184.201.147","New York DC","Database","Amy Winehouse","RHEL 9","Prod",1157,"Kong GW","active"
"PL","host1394","DMZ","213.222.35.76","Warsaw DC","Database","Adele","RHEL 9","Test",260,"Mule PCE","planned"
"US","host7487","LAN","211.39.114.5","New York DC","Web Hosting","Amy Winehouse","RHEL 9","Dev",878,"Hazelcast","active"
"US","host4545","LAN","197.41.9.39","New York DC","Monitoring","Elton John","RHEL 8","Dev",1010,"Hazelcast","active"
"US","host1047","LAN","200.43.61.151","New York DC","Monitoring","David Bowie","RHEL 8","Prod",1202,"Hazelcast","active"
"US","host2887","WAN","192.223.88.168","New York DC","File Storage","Adele","RHEL 9","Prod",1013,"Mule PCE","active"
"PL","host2880","LAN","212.28.227.76","Warsaw DC","File Storage","Adele","RHEL 9","Dev",170,"Hazelcast","planned"
"US","host8956","LAN","203.223.160.94","New York DC","Email","Adele","RHEL 7","Prod",1598,"Kong GW","decommissioning"
"UK","host1048","LAN","218.147.65.132","London DC","Database","Adele","RHEL 9","Dev",885,"rProxy","active"
"US","host5090","WAN","218.247.157.108","New York DC","Email","John Lennon","RHEL 8","Prod",1492,"Hazelcast","active"
"UK","host5929","LAN","209.157.60.42","London DC","File Storage","Amy Winehouse","RHEL 7","Prod",1222,"Kong GW","decommissioning"
"UK","host1582","DMZ","194.186.84.32","London DC","File Storage","Amy Winehouse","RHEL 9","Prod",677,"rProxy","active"
"UK","host3508","LAN","194.67.135.208","London DC","Database","Amy Winehouse","RHEL 9","Dev",647,"Hazelcast","planned"
"UK","host3194","LAN","212.238.207.178","London DC","Web Hosting","Adele","RHEL 9","Prod",867,"Hazelcast","active"
"US","host4825","WAN","203.42.39.94","New York DC","Web Hosting","David Bowie","RHEL 8","Test",1476,"Mule PCE","active"
"UK","host7596","DMZ","196.77.183.188","London DC","Monitoring","John Lennon","RHEL 8","Test",830,"rProxy","active"
"CN","host2163","WAN","214.22.60.32","Beijing DC","Web Hosting","Amy Winehouse","RHEL 8","Prod",611,"Hazelcast","active"
"UK","host1640","WAN","195.174.68.75","London DC","Database","David Bowie","RHEL 8","Prod",1384,"Kong GW","active"
"PL","host8585","LAN","215.145.209.88","Warsaw DC","Web Hosting","John Lennon","RHEL 7","Dev",800,"Hazelcast","active"
"US","host2425","LAN","212.143.126.161","New York DC","Email","John Lennon","RHEL 7","Dev",1849,"rProxy","decommissioning"
